** CONVERTED FROM /Users/deshawnsambrano/Drive/Projects/RiskAmbig/Propranolol/Experiment/python/eyelinkTest/001.edf using edfapi 4.0 MacOS X Jul  7 2014 on Fri Nov  2 16:40:37 2018
** DATE: Thu Nov  1 09:28:03 2018
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v5.15 Jan 24 2018
** CAMERA: Eyelink GL Version 1.2 Sensor=AF7
** SERIAL NUMBER: CLG-BFA25
** CAMERA_CONFIG: BFA25200.SCD
**

MSG	2246271 !CAL VALIDATION R ABORTED
MSG	2294887 PYGAZE RMS CALIBRATION START
MSG	2294889 RECCFG CR 1000 2 1 R
MSG	2294889 ELCLCFG MTABLER
MSG	2294889 GAZE_COORDS 0.00 0.00 1280.00 1024.00
MSG	2294889 THRESHOLDS R 48 213
MSG	2294889 ELCL_WINDOW_SIZES 176 188 0 0
MSG	2294889 CAMERA_LENS_FOCAL_LENGTH 38.00 
MSG	2294889 ELCL_PROC CENTROID (3)
MSG	2294889 ELCL_PCR_PARAM 5 3.0
START	2294890 	RIGHT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	RIGHT	RATE	1000.00	TRACKING	CR	FILTER	2
SAMPLES	GAZE	RIGHT	RATE	1000.00	TRACKING	CR	FILTER	2	INPUT
MSG	2294890 !MODE RECORD CR 1000 2 1 R
2294890	 1883.5	  476.3	  975.0	32768.0	...
2294891	 1883.1	  476.1	  973.0	32768.0	...
2294892	 1883.0	  475.9	  972.0	32768.0	...
2294893	 1883.0	  475.8	  973.0	32768.0	...
2294894	 1882.9	  475.8	  975.0	32768.0	...
2294895	 1882.9	  475.8	  975.0	32768.0	...
2294896	 1882.8	  475.9	  975.0	32768.0	...
SFIX R   2294897
2294897	 1882.6	  476.1	  974.0	32768.0	...
2294898	 1882.4	  476.3	  974.0	32768.0	...
2294899	 1881.9	  476.4	  974.0	32768.0	...
2294900	 1881.6	  476.5	  974.0	32768.0	...
2294901	 1881.3	  476.6	  974.0	32768.0	...
2294902	 1881.3	  476.7	  974.0	32768.0	...
2294903	 1881.2	  477.0	  975.0	32768.0	...
2294904	 1881.1	  477.4	  976.0	32768.0	...
2294905	 1881.0	  477.9	  977.0	32768.0	...
2294906	 1881.0	  478.2	  977.0	32768.0	...
2294907	 1881.0	  478.5	  976.0	32768.0	...
2294908	 1880.9	  478.3	  975.0	32768.0	...
2294909	 1881.1	  477.9	  975.0	32768.0	...
2294910	 1881.2	  477.5	  975.0	32768.0	...
2294911	 1881.1	  477.8	  976.0	32768.0	...
2294912	 1880.9	  478.0	  978.0	32768.0	...
2294913	 1880.6	  478.2	  978.0	32768.0	...
2294914	 1880.5	  478.1	  977.0	32768.0	...
2294915	 1880.5	  478.1	  975.0	32768.0	...
2294916	 1880.5	  478.1	  976.0	32768.0	...
2294917	 1880.4	  478.2	  975.0	32768.0	...
2294918	 1880.4	  478.2	  974.0	32768.0	...
2294919	 1880.3	  478.2	  975.0	32768.0	...
2294920	 1880.3	  478.2	  977.0	32768.0	...
2294921	 1880.3	  478.2	  979.0	32768.0	...
2294922	 1880.3	  478.3	  977.0	32768.0	...
2294923	 1880.4	  478.4	  975.0	32768.0	...
2294924	 1880.4	  478.5	  975.0	32768.0	...
2294925	 1880.5	  478.6	  976.0	32768.0	...
2294926	 1880.4	  478.6	  977.0	32768.0	...
2294927	 1880.2	  478.5	  977.0	32768.0	...
2294928	 1880.1	  478.5	  977.0	32768.0	...
2294929	 1880.2	  478.5	  977.0	32768.0	...
2294930	 1880.2	  478.6	  976.0	32768.0	...
2294931	 1880.2	  478.6	  976.0	32768.0	...
2294932	 1880.2	  478.6	  976.0	32768.0	...
2294933	 1880.1	  478.9	  975.0	32768.0	...
2294934	 1880.0	  479.1	  975.0	32768.0	...
2294935	 1880.0	  479.5	  977.0	32768.0	...
2294936	 1880.0	  479.7	  978.0	32768.0	...
2294937	 1879.9	  479.8	  977.0	32768.0	...
2294938	 1879.9	  479.8	  974.0	32768.0	...
2294939	 1879.8	  479.7	  971.0	32768.0	...
2294940	 1879.7	  479.5	  972.0	32768.0	...
2294941	 1879.7	  479.4	  972.0	32768.0	...
2294942	 1879.7	  479.4	  972.0	32768.0	...
2294943	 1879.5	  479.4	  973.0	32768.0	...
2294944	 1879.3	  479.4	  974.0	32768.0	...
2294945	 1879.1	  479.4	  974.0	32768.0	...
2294946	 1879.1	  479.4	  972.0	32768.0	...
2294947	 1879.1	  479.4	  971.0	32768.0	...
2294948	 1879.3	  479.4	  969.0	32768.0	...
2294949	 1879.5	  479.4	  968.0	32768.0	...
2294950	 1879.6	  479.5	  969.0	32768.0	...
2294951	 1879.6	  479.6	  971.0	32768.0	...
2294952	 1879.6	  479.6	  973.0	32768.0	...
2294953	 1879.6	  479.7	  972.0	32768.0	...
2294954	 1879.6	  479.8	  970.0	32768.0	...
2294955	 1879.5	  480.1	  969.0	32768.0	...
2294956	 1879.5	  480.1	  967.0	32768.0	...
2294957	 1879.3	  480.0	  966.0	32768.0	...
2294958	 1879.2	  479.9	  966.0	32768.0	...
2294959	 1879.2	  479.8	  967.0	32768.0	...
2294960	 1879.2	  479.8	  968.0	32768.0	...
2294961	 1879.4	  479.8	  968.0	32768.0	...
2294962	 1879.5	  479.9	  968.0	32768.0	...
2294963	 1879.7	  480.0	  968.0	32768.0	...
2294964	 1879.7	  480.0	  967.0	32768.0	...
2294965	 1879.7	  480.0	  967.0	32768.0	...
2294966	 1879.5	  480.1	  967.0	32768.0	...
2294967	 1879.4	  480.3	  966.0	32768.0	...
2294968	 1879.3	  480.4	  966.0	32768.0	...
2294969	 1879.4	  480.4	  965.0	32768.0	...
2294970	 1879.3	  480.3	  965.0	32768.0	...
2294971	 1879.2	  480.3	  964.0	32768.0	...
2294972	 1879.1	  480.4	  963.0	32768.0	...
2294973	 1879.0	  480.5	  963.0	32768.0	...
2294974	 1879.1	  480.7	  962.0	32768.0	...
2294975	 1878.9	  480.7	  962.0	32768.0	...
2294976	 1878.8	  480.8	  961.0	32768.0	...
2294977	 1878.6	  480.9	  961.0	32768.0	...
2294978	 1878.6	  481.0	  961.0	32768.0	...
2294979	 1878.7	  481.0	  962.0	32768.0	...
2294980	 1878.7	  481.0	  962.0	32768.0	...
2294981	 1878.8	  480.9	  962.0	32768.0	...
2294982	 1878.8	  480.9	  962.0	32768.0	...
2294983	 1878.8	  480.9	  962.0	32768.0	...
2294984	 1878.9	  480.9	  960.0	32768.0	...
2294985	 1878.9	  480.8	  958.0	32768.0	...
2294986	 1878.7	  480.7	  955.0	32768.0	...
2294987	 1878.6	  480.6	  954.0	32768.0	...
2294988	 1878.4	  480.7	  954.0	32768.0	...
2294989	 1878.3	  480.8	  954.0	32768.0	...
2294990	 1878.0	  480.7	  955.0	32768.0	...
2294991	 1877.8	  480.7	  955.0	32768.0	...
2294992	 1877.7	  480.6	  955.0	32768.0	...
2294993	 1877.7	  480.6	  955.0	32768.0	...
2294994	 1877.7	  480.7	  955.0	32768.0	...
2294995	 1877.7	  481.0	  955.0	32768.0	...
2294996	 1877.7	  481.2	  955.0	32768.0	...
2294997	 1877.7	  481.2	  956.0	32768.0	...
2294998	 1877.7	  481.2	  955.0	32768.0	...
2294999	 1878.0	  481.1	  954.0	32768.0	...
2295000	 1878.2	  480.9	  953.0	32768.0	...
2295001	 1878.5	  480.7	  953.0	32768.0	...
2295002	 1878.5	  480.6	  953.0	32768.0	...
2295003	 1878.5	  480.7	  952.0	32768.0	...
2295004	 1878.5	  480.9	  952.0	32768.0	...
2295005	 1878.5	  480.9	  952.0	32768.0	...
2295006	 1878.6	  481.0	  952.0	32768.0	...
2295007	 1878.6	  481.2	  953.0	32768.0	...
2295008	 1878.5	  481.3	  953.0	32768.0	...
2295009	 1878.5	  481.2	  954.0	32768.0	...
2295010	 1878.5	  481.2	  954.0	32768.0	...
2295011	 1878.5	  481.0	  954.0	32768.0	...
2295012	 1878.6	  480.9	  953.0	32768.0	...
2295013	 1878.6	  480.8	  952.0	32768.0	...
2295014	 1878.6	  480.8	  952.0	32768.0	...
2295015	 1878.7	  480.8	  951.0	32768.0	...
2295016	 1878.7	  480.8	  948.0	32768.0	...
2295017	 1878.8	  480.8	  945.0	32768.0	...
2295018	 1878.9	  480.8	  946.0	32768.0	...
2295019	 1879.1	  481.0	  949.0	32768.0	...
2295020	 1879.4	  481.2	  950.0	32768.0	...
2295021	 1879.7	  481.3	  948.0	32768.0	...
2295022	 1879.9	  481.3	  948.0	32768.0	...
2295023	 1879.9	  481.4	  950.0	32768.0	...
2295024	 1879.9	  481.5	  947.0	32768.0	...
2295025	 1880.0	  481.6	  943.0	32768.0	...
2295026	 1880.1	  481.5	  938.0	32768.0	...
2295027	 1880.2	  481.4	  938.0	32768.0	...
2295028	 1879.0	  481.3	  941.0	32768.0	...
2295029	 1877.9	  481.3	  944.0	32768.0	...
2295030	 1877.9	  481.2	  947.0	32768.0	...
2295031	 1879.0	  481.3	  947.0	32768.0	...
2295032	 1879.0	  481.5	  944.0	32768.0	...
2295033	 1877.8	  481.7	  941.0	32768.0	...
2295034	 1876.6	  481.8	  940.0	32768.0	...
2295035	 1876.5	  481.9	  941.0	32768.0	...
2295036	 1876.4	  481.9	  940.0	32768.0	...
2295037	 1876.4	  481.8	  938.0	32768.0	...
2295038	 1876.5	  481.9	  937.0	32768.0	...
2295039	 1876.5	  482.0	  938.0	32768.0	...
2295040	 1876.5	  482.1	  941.0	32768.0	...
2295041	 1876.5	  482.0	  943.0	32768.0	...
2295042	 1876.3	  481.9	  940.0	32768.0	...
2295043	 1876.0	  481.9	  937.0	32768.0	...
2295044	 1875.8	  482.1	  935.0	32768.0	...
2295045	 1875.6	  482.3	  936.0	32768.0	...
2295046	 1875.5	  482.3	  936.0	32768.0	...
2295047	 1875.6	  482.3	  936.0	32768.0	...
2295048	 1875.6	  482.3	  937.0	32768.0	...
