1.6976 	ERROR 	Requested audio device 'auto' that is not available on this hardware. The 'audioDevice' preference should be one of [u'Built-in Output']
8.5913 	EXP 	window1: blendMode = 'avg'
8.6076 	EXP 	window1: blendMode = 'avg'
8.6244 	EXP 	window1: blendMode = 'avg'
8.6411 	EXP 	window1: blendMode = 'avg'
8.6577 	EXP 	window1: blendMode = 'avg'
8.6745 	EXP 	window1: blendMode = 'avg'
8.6916 	EXP 	window1: blendMode = 'avg'
8.7078 	EXP 	window1: blendMode = 'avg'
8.7245 	EXP 	window1: blendMode = 'avg'
8.7415 	EXP 	window1: blendMode = 'avg'
8.7584 	EXP 	window1: blendMode = 'avg'
8.7755 	EXP 	window1: blendMode = 'avg'
8.7918 	EXP 	window1: blendMode = 'avg'
8.8089 	EXP 	window1: blendMode = 'avg'
8.8256 	EXP 	window1: blendMode = 'avg'
8.8416 	EXP 	window1: blendMode = 'avg'
8.8584 	EXP 	window1: blendMode = 'avg'
8.8753 	EXP 	window1: blendMode = 'avg'
8.8923 	EXP 	window1: blendMode = 'avg'
8.9087 	EXP 	window1: blendMode = 'avg'
8.9251 	EXP 	window1: blendMode = 'avg'
8.9421 	EXP 	window1: blendMode = 'avg'
8.9584 	EXP 	window1: blendMode = 'avg'
8.9757 	EXP 	window1: blendMode = 'avg'
8.9922 	EXP 	window1: blendMode = 'avg'
9.0089 	EXP 	window1: blendMode = 'avg'
9.0256 	EXP 	window1: blendMode = 'avg'
9.0426 	EXP 	window1: blendMode = 'avg'
9.0596 	EXP 	window1: blendMode = 'avg'
9.0761 	EXP 	window1: blendMode = 'avg'
9.0923 	EXP 	window1: blendMode = 'avg'
9.1091 	EXP 	window1: blendMode = 'avg'
9.1260 	EXP 	window1: blendMode = 'avg'
9.1425 	EXP 	window1: blendMode = 'avg'
9.1594 	EXP 	window1: blendMode = 'avg'
9.1763 	EXP 	window1: blendMode = 'avg'
9.1935 	EXP 	window1: blendMode = 'avg'
9.2095 	EXP 	window1: blendMode = 'avg'
9.2259 	EXP 	window1: blendMode = 'avg'
9.2430 	EXP 	window1: blendMode = 'avg'
9.2593 	EXP 	window1: blendMode = 'avg'
9.2764 	EXP 	window1: blendMode = 'avg'
9.2934 	EXP 	window1: blendMode = 'avg'
9.3105 	EXP 	window1: blendMode = 'avg'
9.3266 	EXP 	window1: blendMode = 'avg'
9.3430 	EXP 	window1: blendMode = 'avg'
9.3600 	EXP 	window1: blendMode = 'avg'
9.3775 	EXP 	window1: blendMode = 'avg'
9.3936 	EXP 	window1: blendMode = 'avg'
9.4101 	EXP 	window1: blendMode = 'avg'
9.4272 	EXP 	window1: blendMode = 'avg'
9.4436 	EXP 	window1: blendMode = 'avg'
9.4603 	EXP 	window1: blendMode = 'avg'
9.4771 	EXP 	window1: blendMode = 'avg'
9.4941 	EXP 	window1: blendMode = 'avg'
9.5104 	EXP 	window1: blendMode = 'avg'
9.5272 	EXP 	window1: blendMode = 'avg'
9.5439 	EXP 	window1: blendMode = 'avg'
9.5609 	EXP 	window1: blendMode = 'avg'
9.5778 	EXP 	window1: blendMode = 'avg'
9.5949 	EXP 	window1: blendMode = 'avg'
9.6107 	EXP 	window1: blendMode = 'avg'
9.6275 	EXP 	window1: blendMode = 'avg'
9.6443 	EXP 	window1: blendMode = 'avg'
9.6608 	EXP 	window1: blendMode = 'avg'
9.6777 	EXP 	window1: blendMode = 'avg'
9.6948 	EXP 	window1: blendMode = 'avg'
9.7120 	EXP 	window1: blendMode = 'avg'
9.7276 	EXP 	window1: blendMode = 'avg'
9.7446 	EXP 	window1: blendMode = 'avg'
9.7616 	EXP 	window1: blendMode = 'avg'
9.7789 	EXP 	window1: blendMode = 'avg'
9.7949 	EXP 	window1: blendMode = 'avg'
9.8116 	EXP 	window1: blendMode = 'avg'
9.8289 	EXP 	window1: blendMode = 'avg'
9.8449 	EXP 	window1: blendMode = 'avg'
9.8616 	EXP 	window1: blendMode = 'avg'
9.8788 	EXP 	window1: blendMode = 'avg'
9.8959 	EXP 	window1: blendMode = 'avg'
9.9115 	EXP 	window1: blendMode = 'avg'
9.9286 	EXP 	window1: blendMode = 'avg'
9.9456 	EXP 	window1: blendMode = 'avg'
9.9626 	EXP 	window1: blendMode = 'avg'
9.9787 	EXP 	window1: blendMode = 'avg'
9.9954 	EXP 	window1: blendMode = 'avg'
10.0124 	EXP 	window1: blendMode = 'avg'
10.0295 	EXP 	window1: blendMode = 'avg'
10.0457 	EXP 	window1: blendMode = 'avg'
10.0626 	EXP 	window1: blendMode = 'avg'
10.0790 	EXP 	window1: blendMode = 'avg'
10.0961 	EXP 	window1: blendMode = 'avg'
10.1131 	EXP 	window1: blendMode = 'avg'
10.1291 	EXP 	window1: blendMode = 'avg'
10.1463 	EXP 	window1: blendMode = 'avg'
10.1623 	EXP 	window1: blendMode = 'avg'
10.1794 	EXP 	window1: blendMode = 'avg'
10.1964 	EXP 	window1: blendMode = 'avg'
10.2135 	EXP 	window1: blendMode = 'avg'
10.2293 	EXP 	window1: blendMode = 'avg'
10.2463 	EXP 	window1: blendMode = 'avg'
10.2628 	EXP 	window1: blendMode = 'avg'
10.2799 	EXP 	window1: blendMode = 'avg'
10.2970 	EXP 	window1: blendMode = 'avg'
10.3138 	EXP 	window1: blendMode = 'avg'
10.3299 	EXP 	window1: blendMode = 'avg'
10.3467 	EXP 	window1: blendMode = 'avg'
10.3632 	EXP 	window1: blendMode = 'avg'
10.3805 	EXP 	window1: blendMode = 'avg'
10.3969 	EXP 	window1: blendMode = 'avg'
10.4138 	EXP 	window1: blendMode = 'avg'
10.4309 	EXP 	window1: blendMode = 'avg'
10.4470 	EXP 	window1: blendMode = 'avg'
10.4636 	EXP 	window1: blendMode = 'avg'
10.4808 	EXP 	window1: blendMode = 'avg'
10.4978 	EXP 	window1: blendMode = 'avg'
10.5137 	EXP 	window1: blendMode = 'avg'
10.5304 	EXP 	window1: blendMode = 'avg'
10.5471 	EXP 	window1: blendMode = 'avg'
10.5637 	EXP 	window1: blendMode = 'avg'
10.5806 	EXP 	window1: blendMode = 'avg'
10.5977 	EXP 	window1: blendMode = 'avg'
10.6139 	EXP 	window1: blendMode = 'avg'
10.6308 	EXP 	window1: blendMode = 'avg'
10.6478 	EXP 	window1: blendMode = 'avg'
10.6648 	EXP 	window1: blendMode = 'avg'
10.6817 	EXP 	window1: blendMode = 'avg'
10.6975 	EXP 	window1: blendMode = 'avg'
10.7141 	EXP 	window1: blendMode = 'avg'
10.7307 	EXP 	window1: blendMode = 'avg'
10.7475 	EXP 	window1: blendMode = 'avg'
10.8190 	EXP 	window1: blendMode = 'avg'
10.8312 	EXP 	window1: blendMode = 'avg'
10.8488 	EXP 	window1: blendMode = 'avg'
10.8648 	EXP 	window1: blendMode = 'avg'
10.8817 	EXP 	window1: blendMode = 'avg'
10.8989 	EXP 	window1: blendMode = 'avg'
10.9163 	EXP 	window1: blendMode = 'avg'
10.9317 	EXP 	window1: blendMode = 'avg'
10.9485 	EXP 	window1: blendMode = 'avg'
10.9650 	EXP 	window1: blendMode = 'avg'
10.9819 	EXP 	window1: blendMode = 'avg'
10.9985 	EXP 	window1: blendMode = 'avg'
11.0153 	EXP 	window1: blendMode = 'avg'
11.0324 	EXP 	window1: blendMode = 'avg'
11.0487 	EXP 	window1: blendMode = 'avg'
11.0657 	EXP 	window1: blendMode = 'avg'
11.0828 	EXP 	window1: blendMode = 'avg'
11.0989 	EXP 	window1: blendMode = 'avg'
11.1159 	EXP 	window1: blendMode = 'avg'
11.1330 	EXP 	window1: blendMode = 'avg'
11.1491 	EXP 	window1: blendMode = 'avg'
11.1661 	EXP 	window1: blendMode = 'avg'
11.1831 	EXP 	window1: blendMode = 'avg'
11.2002 	EXP 	window1: blendMode = 'avg'
11.2159 	EXP 	window1: blendMode = 'avg'
11.2324 	EXP 	window1: blendMode = 'avg'
11.2494 	EXP 	window1: blendMode = 'avg'
11.2661 	EXP 	window1: blendMode = 'avg'
11.2836 	EXP 	window1: blendMode = 'avg'
11.3003 	EXP 	window1: blendMode = 'avg'
11.3162 	EXP 	window1: blendMode = 'avg'
11.3334 	EXP 	window1: blendMode = 'avg'
11.3492 	EXP 	window1: blendMode = 'avg'
11.3666 	EXP 	window1: blendMode = 'avg'
11.3834 	EXP 	window1: blendMode = 'avg'
11.4004 	EXP 	window1: blendMode = 'avg'
11.4166 	EXP 	window1: blendMode = 'avg'
11.4337 	EXP 	window1: blendMode = 'avg'
11.4496 	EXP 	window1: blendMode = 'avg'
11.4661 	EXP 	window1: blendMode = 'avg'
11.4832 	EXP 	window1: blendMode = 'avg'
11.5003 	EXP 	window1: blendMode = 'avg'
11.5170 	EXP 	window1: blendMode = 'avg'
11.5341 	EXP 	window1: blendMode = 'avg'
11.5502 	EXP 	window1: blendMode = 'avg'
11.5671 	EXP 	window1: blendMode = 'avg'
11.5838 	EXP 	window1: blendMode = 'avg'
11.6009 	EXP 	window1: blendMode = 'avg'
11.6179 	EXP 	window1: blendMode = 'avg'
11.6339 	EXP 	window1: blendMode = 'avg'
11.6514 	EXP 	window1: blendMode = 'avg'
11.6674 	EXP 	window1: blendMode = 'avg'
11.6844 	EXP 	window1: blendMode = 'avg'
11.7015 	EXP 	window1: blendMode = 'avg'
11.7175 	EXP 	window1: blendMode = 'avg'
11.7341 	EXP 	window1: blendMode = 'avg'
11.7509 	EXP 	window1: blendMode = 'avg'
11.7674 	EXP 	window1: blendMode = 'avg'
11.7845 	EXP 	window1: blendMode = 'avg'
11.8014 	EXP 	window1: blendMode = 'avg'
11.8183 	EXP 	window1: blendMode = 'avg'
11.8354 	EXP 	window1: blendMode = 'avg'
11.8514 	EXP 	window1: blendMode = 'avg'
11.8680 	EXP 	window1: blendMode = 'avg'
11.8849 	EXP 	window1: blendMode = 'avg'
11.9020 	EXP 	window1: blendMode = 'avg'
11.9194 	EXP 	window1: blendMode = 'avg'
11.9360 	EXP 	window1: blendMode = 'avg'
11.9517 	EXP 	window1: blendMode = 'avg'
11.9684 	EXP 	window1: blendMode = 'avg'
11.9852 	EXP 	window1: blendMode = 'avg'
12.0025 	EXP 	window1: blendMode = 'avg'
12.0185 	EXP 	window1: blendMode = 'avg'
12.0353 	EXP 	window1: blendMode = 'avg'
